BookingID,CheckInDate,CheckOutDate,NumberOfNights,NumberOfGuests,RoomType,RoomRate,Revenue,BookingSource,CustomerID,CustomerAge,CustomerGender,CustomerNationality,BookingDate,PaymentMethod,DiscountApplied,TotalRevenue,OccupancyRate,WeekdayOrWeekend,Season,CustomerOccupation,PurposeOfVisit,FeedbackScore,LoyaltyMember,SpecialRequests,RoomView
BID0495,19-04-2024,25-04-2024,6,1,Single,55.5726895,1341.601697,Travel Agent,CID0495,57,Male,Germany,13-12-2023,Online Payment,7.052344773,154.4905569,76.20553765,Weekday,Summer,Doctor,Conference,5,No,Late Check-in,Sea View
BID0496,29-08-2024,07-09-2024,9,2,Double,497.4329989,781.788442,Online,CID0496,75,Other,India,11-11-2024,Online Payment,33.2366611,908.1529481,76.77644938,Weekend,Summer,Doctor,Conference,10,Yes,Sea View,Sea View
BID0497,12-08-2024,13-08-2024,1,2,Suite,200.3587024,486.9270567,Walk-in,CID0497,44,Male,India,19-12-2023,Cash,18.97924073,1917.233218,76.53932619,Weekend,Summer,Engineer,Leisure,2,Yes,Early Check-out,Garden View
BID0498,23-11-2024,28-11-2024,5,3,Suite,107.1946665,1458.308007,Walk-in,CID0498,63,Male,Australia,12-08-2023,Credit Card,23.41353409,1219.82756,99.34141401,Weekday,Winter,Engineer,Conference,10,No,Late Check-in,Sea View
BID0499,14-03-2024,22-03-2024,8,4,Single,460.6845948,237.0998708,Travel Agent,CID0499,38,Other,India,08-05-2023,Credit Card,39.77855064,988.6644855,91.67160444,Weekday,Summer,Teacher,Other,9,Yes,Sea View,Mountain View
BID0500,04-04-2024,18-04-2024,14,4,Suite,409.5937922,1204.399492,Travel Agent,CID0500,62,Male,Germany,30-01-2024,Cash,33.39427141,361.1337808,88.26195034,Weekend,Winter,Lawyer,Business,2,Yes,Late Check-in,Mountain View
BID0501,17-01-2024,19-01-2024,2,4,Suite,396.7169224,811.5476199,Walk-in,CID0501,47,Other,India,26-09-2023,Credit Card,30.44599964,1468.06596,69.86501787,Weekday,Winter,Engineer,Conference,1,Yes,Sea View,City View
BID0502,06-10-2024,16-10-2024,10,4,Suite,364.8423549,276.314177,Walk-in,CID0502,79,Male,UK,22-04-2023,Cash,2.543620693,1175.788778,82.19855024,Weekend,Spring,Engineer,Conference,2,No,Early Check-out,Mountain View
BID0503,22-10-2024,27-10-2024,5,3,Double,220.3091045,1920.957266,Walk-in,CID0503,76,Other,Germany,27-09-2023,Credit Card,30.09967053,488.0046253,87.98455306,Weekday,Autumn,Student,Conference,4,No,Extra Bed,Garden View
BID0504,30-12-2024,08-01-2025,9,1,Single,234.5500992,818.6531002,Walk-in,CID0504,39,Other,Australia,23-05-2023,Online Payment,2.073496508,721.9498309,58.9612348,Weekday,Spring,Teacher,Leisure,8,Yes,Extra Bed,Mountain View
BID0505,02-06-2024,09-06-2024,7,4,Double,230.05116,709.953426,Walk-in,CID0505,21,Male,UK,08-06-2024,Cash,16.96579315,622.9232757,53.16816306,Weekend,Spring,Teacher,Leisure,2,No,None,Garden View
BID0506,25-09-2024,02-10-2024,7,2,Single,162.1935965,1506.966801,Walk-in,CID0506,64,Male,Germany,20-06-2023,Debit Card,14.07247074,746.5946703,80.89267547,Weekday,Summer,Teacher,Leisure,10,No,None,City View
BID0507,12-08-2024,22-08-2024,10,3,Suite,480.3631972,714.7113626,Travel Agent,CID0507,35,Other,India,27-06-2023,Online Payment,39.09299132,855.7809166,55.50774027,Weekday,Summer,Engineer,Business,1,Yes,Early Check-out,Mountain View
BID0508,20-03-2024,25-03-2024,5,4,Suite,413.1304677,648.3806063,Online,CID0508,35,Female,USA,06-09-2024,Cash,31.9778412,1039.579818,99.4312074,Weekday,Spring,Student,Business,10,Yes,Late Check-in,City View
BID0509,30-11-2024,07-12-2024,7,1,Suite,258.8267108,479.6161769,Travel Agent,CID0509,71,Female,UK,17-12-2024,Credit Card,32.41874465,523.614009,60.44535515,Weekday,Spring,Lawyer,Other,3,No,Early Check-out,City View
BID0510,29-06-2024,13-07-2024,14,2,Suite,468.6822548,1300.398319,Walk-in,CID0510,77,Male,UK,19-11-2023,Cash,24.82898522,713.7092167,59.32856075,Weekday,Spring,Student,Business,5,Yes,Early Check-out,Mountain View
BID0511,06-11-2024,09-11-2024,3,1,Suite,72.90484471,958.7258303,Online,CID0511,34,Male,USA,17-07-2024,Credit Card,30.45250288,1588.544737,92.60989997,Weekend,Summer,Doctor,Business,8,No,Early Check-out,Sea View
BID0512,16-04-2024,23-04-2024,7,1,Suite,326.7015704,929.7808057,Walk-in,CID0512,77,Other,Germany,21-11-2024,Debit Card,29.18541121,1890.721358,57.60770945,Weekend,Summer,Doctor,Other,1,No,Late Check-in,Sea View
BID0513,08-05-2024,15-05-2024,7,3,Suite,63.01697339,1220.021855,Walk-in,CID0513,25,Other,Australia,29-01-2023,Cash,3.031481628,310.4924627,50.10448562,Weekend,Summer,Doctor,Conference,7,Yes,Extra Bed,City View
BID0514,31-05-2024,14-06-2024,14,2,Single,70.55767035,800.686507,Travel Agent,CID0514,40,Female,USA,02-03-2023,Cash,3.387317464,503.8018631,94.82855811,Weekday,Autumn,Doctor,Leisure,2,No,Early Check-out,City View
BID0515,02-10-2024,06-10-2024,4,4,Single,397.6106302,809.2500252,Walk-in,CID0515,67,Male,USA,07-09-2024,Online Payment,23.34996404,681.253178,78.5734185,Weekend,Autumn,Doctor,Business,8,No,Early Check-out,Mountain View
BID0516,04-04-2024,06-04-2024,2,4,Double,260.119883,1823.460256,Online,CID0516,34,Female,India,24-10-2023,Credit Card,7.706146812,1911.350503,59.42772391,Weekend,Summer,Student,Conference,8,No,Sea View,Mountain View
BID0517,01-02-2024,11-02-2024,10,1,Suite,76.95881548,1719.789857,Walk-in,CID0517,57,Other,Australia,08-01-2024,Online Payment,34.33801137,722.7309194,83.53827148,Weekend,Autumn,Lawyer,Business,8,No,Late Check-in,City View
BID0518,24-12-2024,29-12-2024,5,1,Single,104.6609101,198.7680357,Travel Agent,CID0518,57,Other,Germany,02-06-2024,Cash,33.96158391,1912.91899,54.22324756,Weekday,Spring,Student,Conference,5,No,Extra Bed,Garden View
BID0519,17-10-2024,29-10-2024,12,3,Suite,344.5005816,451.848543,Travel Agent,CID0519,63,Male,USA,19-03-2024,Credit Card,33.49640466,556.4959884,59.85406276,Weekday,Spring,Teacher,Business,5,Yes,Early Check-out,Garden View
BID0520,20-03-2024,29-03-2024,9,3,Suite,434.2258037,1358.941643,Walk-in,CID0520,63,Other,Australia,11-03-2024,Cash,48.37011447,730.9804045,91.89848117,Weekend,Spring,Teacher,Conference,10,Yes,Sea View,Garden View
BID0521,02-11-2024,13-11-2024,11,3,Suite,158.2872122,409.943313,Online,CID0521,41,Male,Australia,09-05-2024,Credit Card,20.90303266,164.2279699,86.46021803,Weekend,Winter,Teacher,Business,5,Yes,Extra Bed,City View
BID0522,10-12-2024,13-12-2024,3,4,Single,466.5909291,1247.786083,Online,CID0522,65,Male,Germany,17-08-2023,Online Payment,23.79704297,527.7246712,89.70229499,Weekday,Autumn,Teacher,Leisure,1,No,Sea View,Mountain View
BID0523,04-08-2024,05-08-2024,1,2,Double,232.3949023,1504.816575,Online,CID0523,51,Other,UK,22-04-2023,Cash,41.43007806,442.5157528,80.33188293,Weekday,Summer,Student,Business,4,Yes,Early Check-out,Garden View
BID0524,17-06-2024,23-06-2024,6,4,Double,128.4001426,270.6196744,Walk-in,CID0524,40,Female,UK,02-12-2023,Credit Card,3.826274122,214.5385037,83.69430643,Weekday,Spring,Student,Business,7,No,None,Garden View
BID0525,25-10-2024,04-11-2024,10,2,Double,433.319219,146.2781484,Travel Agent,CID0525,73,Male,UK,15-01-2024,Credit Card,48.24164414,1443.97257,69.36016927,Weekday,Winter,Doctor,Business,1,No,None,Garden View
BID0526,07-03-2024,18-03-2024,11,2,Single,313.892265,1860.406491,Online,CID0526,78,Other,USA,15-10-2023,Debit Card,45.32521049,1919.045116,59.01258851,Weekday,Autumn,Student,Business,10,Yes,Sea View,City View
BID0527,12-12-2024,26-12-2024,14,1,Suite,392.7334033,980.1908273,Travel Agent,CID0527,42,Other,India,29-05-2024,Cash,42.96470576,697.7840833,70.3951058,Weekday,Summer,Engineer,Other,4,Yes,Late Check-in,Mountain View
BID0528,02-11-2024,09-11-2024,7,4,Double,173.9517024,136.0593679,Walk-in,CID0528,29,Female,USA,14-04-2024,Cash,32.88852815,978.5670201,97.44654245,Weekday,Spring,Doctor,Conference,2,No,Early Check-out,Garden View
BID0529,30-11-2024,02-12-2024,2,1,Single,53.24196494,1837.220358,Travel Agent,CID0529,77,Other,USA,17-10-2024,Online Payment,40.26368442,897.6006127,60.43407121,Weekday,Winter,Teacher,Leisure,5,No,Extra Bed,Mountain View
BID0530,21-05-2024,27-05-2024,6,1,Double,94.3528228,479.7280919,Walk-in,CID0530,23,Female,USA,10-09-2024,Online Payment,49.85610673,1849.093322,73.0262821,Weekend,Winter,Student,Leisure,5,No,Late Check-in,Mountain View
BID0531,21-07-2024,02-08-2024,12,1,Suite,346.0571797,993.2193561,Online,CID0531,25,Male,UK,03-08-2024,Online Payment,13.98847232,1678.301273,63.73586857,Weekend,Autumn,Engineer,Leisure,4,No,Extra Bed,Garden View
BID0532,10-12-2024,24-12-2024,14,3,Single,391.9185879,685.7994943,Online,CID0532,54,Male,Germany,23-07-2023,Cash,29.20613886,1433.017017,84.25031646,Weekday,Spring,Lawyer,Other,1,No,None,Sea View
BID0533,12-11-2024,23-11-2024,11,2,Single,50.44655263,417.8001724,Walk-in,CID0533,51,Female,Australia,28-04-2024,Online Payment,6.65160123,1290.244837,81.12585488,Weekend,Summer,Student,Business,9,Yes,Early Check-out,Sea View
BID0534,10-04-2024,14-04-2024,4,4,Suite,158.2873627,474.7893922,Online,CID0534,24,Male,Germany,20-04-2024,Cash,44.70756824,1254.428936,79.69722905,Weekday,Summer,Student,Business,1,Yes,Late Check-in,City View
BID0535,19-07-2024,26-07-2024,7,2,Single,387.5797517,1147.232572,Online,CID0535,41,Male,Australia,05-07-2024,Debit Card,31.29698551,962.2560743,98.32206788,Weekend,Summer,Student,Business,5,Yes,Sea View,Mountain View
BID0536,23-05-2024,03-06-2024,11,1,Double,413.1219626,406.4043645,Walk-in,CID0536,62,Male,India,30-03-2023,Cash,28.59319507,1376.210425,53.51283102,Weekend,Winter,Student,Leisure,1,No,Extra Bed,Garden View
BID0537,26-05-2024,03-06-2024,8,2,Suite,482.8719772,259.1119347,Walk-in,CID0537,18,Female,India,06-02-2023,Debit Card,13.34533475,1438.360182,67.76020391,Weekday,Spring,Teacher,Other,9,Yes,Extra Bed,Mountain View
BID0538,23-03-2024,05-04-2024,13,3,Single,61.28998739,1708.495939,Walk-in,CID0538,70,Female,India,06-03-2024,Credit Card,27.97775898,1316.272023,52.84823422,Weekday,Winter,Engineer,Other,7,Yes,Early Check-out,City View
BID0539,22-01-2024,04-02-2024,13,1,Suite,495.8983467,291.8550789,Online,CID0539,51,Male,UK,16-02-2024,Online Payment,43.64623875,478.5867964,86.12086412,Weekday,Summer,Doctor,Conference,8,No,Early Check-out,City View
BID0540,17-11-2024,22-11-2024,5,1,Suite,358.1622119,1893.030354,Online,CID0540,29,Female,UK,04-05-2023,Credit Card,28.81321895,1270.242549,79.2301482,Weekday,Spring,Engineer,Other,5,Yes,Extra Bed,Mountain View
BID0541,17-03-2024,29-03-2024,12,3,Single,150.3735427,1701.089045,Walk-in,CID0541,44,Male,USA,08-10-2023,Online Payment,47.52517017,1484.565632,61.00854634,Weekday,Autumn,Engineer,Business,8,No,Extra Bed,City View
BID0542,04-07-2024,10-07-2024,6,1,Suite,281.4468952,432.3413169,Online,CID0542,47,Female,Australia,23-05-2024,Credit Card,15.67500731,214.9547254,65.68895427,Weekday,Autumn,Engineer,Other,4,Yes,None,Sea View
BID0543,27-03-2024,29-03-2024,2,3,Single,111.9850424,1133.575255,Online,CID0543,69,Female,Australia,08-03-2023,Online Payment,44.04284757,508.9193761,94.91450253,Weekday,Summer,Lawyer,Business,5,Yes,Sea View,Garden View
BID0544,29-02-2024,05-03-2024,5,3,Single,292.7234069,1182.404916,Online,CID0544,64,Male,USA,04-11-2023,Credit Card,41.83429891,1678.555493,74.99274597,Weekday,Winter,Lawyer,Business,7,No,Sea View,Garden View
BID0545,07-04-2024,21-04-2024,14,3,Double,302.0730404,1035.339568,Online,CID0545,43,Male,Germany,03-10-2023,Debit Card,3.120800203,1264.621887,99.25446946,Weekend,Spring,Engineer,Other,7,No,Extra Bed,Sea View
BID0546,04-12-2024,08-12-2024,4,2,Single,438.9172471,1694.161219,Online,CID0546,30,Other,USA,15-12-2024,Debit Card,45.64185793,1528.541378,84.48711547,Weekday,Winter,Lawyer,Conference,8,Yes,None,Mountain View
BID0547,08-03-2024,18-03-2024,10,3,Double,309.4992954,1643.096948,Travel Agent,CID0547,33,Female,UK,14-01-2023,Debit Card,31.06695429,1740.423484,55.54912241,Weekday,Winter,Lawyer,Other,1,No,Extra Bed,Mountain View
BID0548,28-11-2024,11-12-2024,13,2,Single,482.5659492,1465.140133,Online,CID0548,62,Other,UK,09-05-2023,Online Payment,25.55253543,191.2342999,75.83946392,Weekend,Autumn,Doctor,Conference,4,No,None,City View
BID0549,10-05-2024,24-05-2024,14,4,Suite,209.1982006,1860.680872,Travel Agent,CID0549,77,Female,UK,13-05-2024,Credit Card,36.77096968,1415.079363,71.24518709,Weekend,Summer,Doctor,Conference,1,No,Extra Bed,Sea View
BID0550,02-02-2024,16-02-2024,14,1,Suite,340.4544531,214.3218921,Travel Agent,CID0550,76,Other,USA,14-05-2023,Online Payment,49.08664309,1952.040454,93.22417024,Weekend,Autumn,Doctor,Other,3,No,Sea View,Garden View
BID0551,17-10-2024,20-10-2024,3,4,Suite,229.5044257,1281.795406,Travel Agent,CID0551,80,Male,UK,29-12-2023,Online Payment,16.55476496,1131.303347,53.2698081,Weekday,Summer,Teacher,Business,4,Yes,Extra Bed,Sea View
BID0552,06-12-2024,18-12-2024,12,3,Suite,172.2717489,400.3596569,Online,CID0552,37,Female,Germany,03-08-2023,Cash,2.925550158,438.0135665,59.55321847,Weekday,Spring,Doctor,Other,5,Yes,Sea View,Mountain View
BID0553,05-03-2024,08-03-2024,3,4,Suite,218.6848347,149.8974803,Walk-in,CID0553,28,Other,USA,26-01-2024,Debit Card,1.640363633,1976.738076,75.99637103,Weekend,Winter,Teacher,Other,7,Yes,Late Check-in,Garden View
BID0554,09-01-2024,19-01-2024,10,2,Suite,481.1382291,572.2260117,Online,CID0554,64,Male,Germany,21-01-2023,Debit Card,30.34995937,201.8496696,90.2542911,Weekday,Autumn,Teacher,Other,7,Yes,Early Check-out,Garden View
BID0555,16-05-2024,19-05-2024,3,4,Double,485.1980907,1632.418551,Travel Agent,CID0555,38,Other,UK,13-09-2023,Credit Card,39.79030369,1126.195955,56.96973588,Weekday,Winter,Lawyer,Business,8,Yes,Early Check-out,Garden View
BID0556,11-09-2024,18-09-2024,7,2,Suite,499.4712698,1854.736657,Online,CID0556,76,Male,Australia,01-11-2024,Online Payment,12.96808249,1990.07649,99.05535573,Weekend,Autumn,Doctor,Conference,1,No,Sea View,Mountain View
BID0557,01-12-2024,03-12-2024,2,2,Double,119.5474463,1463.561074,Travel Agent,CID0557,33,Female,USA,10-03-2024,Credit Card,18.38837528,362.452786,54.40793792,Weekend,Spring,Student,Conference,5,Yes,None,Mountain View
BID0558,01-01-2024,06-01-2024,5,1,Double,322.6971939,1200.392961,Walk-in,CID0558,50,Male,Germany,21-04-2023,Debit Card,36.55292388,1666.851726,55.77543485,Weekend,Summer,Doctor,Business,7,Yes,None,Garden View
BID0559,24-09-2024,07-10-2024,13,2,Double,375.3102129,551.8860957,Walk-in,CID0559,22,Other,Australia,01-02-2024,Credit Card,18.63333705,125.9894672,77.14441784,Weekday,Spring,Doctor,Conference,5,No,Late Check-in,Mountain View
BID0560,03-02-2024,07-02-2024,4,1,Suite,100.8253865,861.7822279,Walk-in,CID0560,80,Male,UK,22-02-2024,Online Payment,47.64802211,940.0538054,81.85975335,Weekday,Summer,Engineer,Leisure,5,Yes,None,City View
BID0561,20-01-2024,22-01-2024,2,3,Single,410.2022885,1179.548208,Travel Agent,CID0561,31,Male,India,24-07-2024,Online Payment,47.29471534,1179.106228,91.99750253,Weekend,Autumn,Lawyer,Business,4,Yes,Late Check-in,Garden View
BID0562,04-07-2024,09-07-2024,5,4,Suite,87.25204955,1368.910743,Online,CID0562,38,Male,USA,01-08-2024,Debit Card,0.109505288,1090.522796,81.57269285,Weekend,Summer,Student,Conference,5,Yes,Sea View,City View
BID0563,27-07-2024,07-08-2024,11,2,Single,298.5681655,1553.032461,Travel Agent,CID0563,58,Male,India,09-02-2023,Credit Card,6.426105762,533.0089194,74.87719188,Weekend,Winter,Lawyer,Leisure,7,No,Sea View,City View
BID0564,21-09-2024,25-09-2024,4,3,Single,144.2827599,484.8343177,Walk-in,CID0564,60,Female,UK,11-10-2024,Credit Card,30.07416672,1837.515755,55.20706336,Weekday,Autumn,Engineer,Leisure,5,Yes,Extra Bed,City View
BID0565,19-05-2024,22-05-2024,3,2,Single,401.1918711,1849.423049,Travel Agent,CID0565,75,Male,India,27-11-2023,Debit Card,35.88386077,1366.23411,73.66860276,Weekend,Winter,Teacher,Leisure,5,Yes,Sea View,Garden View
BID0566,11-02-2024,20-02-2024,9,4,Double,463.1340591,183.2853377,Walk-in,CID0566,57,Male,Germany,10-01-2023,Credit Card,44.15222893,1219.011053,60.24239433,Weekend,Spring,Student,Other,10,No,Early Check-out,Mountain View
BID0567,19-06-2024,03-07-2024,14,1,Single,159.7943924,1492.388001,Travel Agent,CID0567,33,Female,UK,14-10-2024,Debit Card,49.71764553,1682.467972,54.19834079,Weekday,Spring,Teacher,Business,8,Yes,None,Sea View
BID0568,25-01-2024,30-01-2024,5,3,Suite,75.98205095,1557.493032,Travel Agent,CID0568,76,Female,Australia,17-03-2024,Online Payment,47.68118705,139.8873092,91.58401407,Weekend,Autumn,Doctor,Leisure,4,Yes,None,City View
BID0569,02-01-2024,08-01-2024,6,3,Single,465.9736495,1687.033255,Travel Agent,CID0569,62,Other,Germany,06-11-2023,Credit Card,19.51823997,150.9527894,52.36827122,Weekday,Winter,Lawyer,Business,8,No,Extra Bed,City View
BID0570,12-12-2024,20-12-2024,8,4,Suite,411.4634726,195.3690359,Online,CID0570,60,Female,Australia,18-09-2024,Cash,9.391233075,257.0440778,99.398966,Weekend,Spring,Doctor,Business,4,Yes,Late Check-in,City View
BID0571,14-04-2024,28-04-2024,14,4,Suite,167.3647413,1501.593893,Walk-in,CID0571,32,Other,UK,09-09-2024,Online Payment,11.35286182,364.7367597,73.90877221,Weekday,Winter,Doctor,Leisure,10,No,Sea View,Mountain View
BID0572,04-04-2024,05-04-2024,1,2,Suite,389.4616219,487.4563509,Walk-in,CID0572,67,Female,Germany,23-11-2023,Online Payment,48.32048915,381.496855,86.63417796,Weekend,Winter,Engineer,Other,10,Yes,Early Check-out,Mountain View
BID0573,06-04-2024,15-04-2024,9,3,Double,247.2066221,1779.715709,Travel Agent,CID0573,61,Other,USA,29-07-2024,Credit Card,7.002590087,1956.513853,76.92966355,Weekend,Summer,Student,Business,6,Yes,Sea View,City View
BID0574,18-06-2024,20-06-2024,2,3,Double,141.8036449,1579.640706,Travel Agent,CID0574,22,Female,Australia,14-03-2024,Debit Card,47.14853549,594.9510152,64.02360394,Weekend,Summer,Engineer,Leisure,6,No,Early Check-out,Garden View
BID0575,29-05-2024,06-06-2024,8,2,Double,435.3171935,733.6123118,Travel Agent,CID0575,63,Male,USA,23-02-2024,Cash,19.41223832,504.6217854,78.78856071,Weekday,Spring,Lawyer,Conference,2,No,None,Garden View
BID0576,04-04-2024,12-04-2024,8,1,Suite,341.301674,1040.251921,Travel Agent,CID0576,49,Male,India,24-04-2024,Cash,14.54883652,1688.379499,80.14590131,Weekend,Winter,Doctor,Conference,10,No,Extra Bed,Sea View
BID0577,21-03-2024,24-03-2024,3,4,Suite,208.2048159,1929.807629,Online,CID0577,42,Other,UK,18-11-2023,Credit Card,42.61861442,865.7969595,76.03197683,Weekend,Summer,Doctor,Other,2,Yes,Early Check-out,Garden View
BID0578,17-11-2024,26-11-2024,9,2,Suite,421.3934742,663.9199612,Travel Agent,CID0578,30,Female,India,01-02-2023,Credit Card,1.036691054,1336.154183,54.67574957,Weekend,Autumn,Teacher,Conference,10,No,None,Sea View
BID0579,02-03-2024,09-03-2024,7,4,Double,370.889324,1409.005327,Walk-in,CID0579,50,Other,USA,10-02-2023,Debit Card,37.61379769,545.3734228,57.25577391,Weekday,Summer,Teacher,Other,6,Yes,Early Check-out,Sea View
BID0580,20-04-2024,27-04-2024,7,2,Single,494.3074714,1269.604758,Online,CID0580,23,Male,Australia,16-03-2024,Debit Card,20.11512063,1803.450119,96.02610514,Weekend,Summer,Engineer,Other,2,No,Extra Bed,Garden View
BID0581,27-05-2024,02-06-2024,6,3,Suite,165.3595826,666.5298493,Online,CID0581,30,Male,UK,23-10-2023,Cash,17.00178514,786.4554043,68.99667616,Weekday,Spring,Doctor,Leisure,9,No,Late Check-in,City View
BID0582,12-02-2024,15-02-2024,3,2,Suite,263.8849863,1255.074506,Travel Agent,CID0582,19,Male,USA,20-10-2024,Credit Card,25.78199729,1590.077458,90.36251386,Weekend,Winter,Teacher,Business,10,No,Extra Bed,City View
BID0583,06-02-2024,14-02-2024,8,3,Single,304.3633291,804.1737942,Online,CID0583,75,Other,UK,29-09-2023,Debit Card,6.575175975,1025.330965,99.54089379,Weekend,Winter,Student,Leisure,1,No,Early Check-out,Mountain View
BID0584,13-01-2024,15-01-2024,2,1,Single,81.18647567,442.4781919,Walk-in,CID0584,42,Female,Australia,06-01-2023,Credit Card,38.81083971,921.3574049,82.32121316,Weekend,Winter,Teacher,Leisure,2,Yes,None,Sea View
BID0585,21-02-2024,28-02-2024,7,1,Single,215.1062004,1872.579377,Travel Agent,CID0585,52,Female,UK,16-03-2023,Cash,6.732962893,622.6347015,70.38966365,Weekday,Summer,Doctor,Other,10,Yes,Late Check-in,City View
BID0586,11-01-2024,15-01-2024,4,4,Suite,257.5869831,536.3344615,Travel Agent,CID0586,25,Female,India,06-08-2024,Online Payment,22.66001515,1902.416867,57.20338267,Weekend,Summer,Teacher,Business,8,Yes,Late Check-in,Sea View
BID0587,23-04-2024,26-04-2024,3,2,Suite,70.07076472,1239.735895,Walk-in,CID0587,60,Other,USA,24-03-2023,Debit Card,24.08148633,153.6797201,75.60895955,Weekend,Winter,Engineer,Conference,5,Yes,None,Sea View
BID0588,16-08-2024,22-08-2024,6,4,Suite,395.6408128,1646.271413,Travel Agent,CID0588,18,Male,UK,28-07-2024,Online Payment,11.98973823,1472.912778,95.18871107,Weekend,Summer,Doctor,Leisure,10,Yes,Sea View,Garden View
BID0589,27-11-2024,28-11-2024,1,4,Single,105.4306818,1084.230306,Travel Agent,CID0589,37,Male,India,12-02-2024,Credit Card,28.50733291,548.0311126,87.35507397,Weekend,Winter,Teacher,Leisure,5,Yes,Early Check-out,City View
BID0590,27-10-2024,03-11-2024,7,4,Suite,499.9139592,442.5536571,Online,CID0590,60,Male,India,31-12-2023,Debit Card,42.77725912,1740.749939,84.31891379,Weekday,Autumn,Doctor,Conference,7,No,Late Check-in,City View
BID0591,16-07-2024,25-07-2024,9,4,Double,173.0008309,1792.837289,Walk-in,CID0591,44,Male,UK,28-03-2023,Cash,26.54393818,1070.436927,53.41031969,Weekday,Winter,Teacher,Other,5,Yes,Late Check-in,City View
BID0592,09-12-2024,11-12-2024,2,4,Single,166.0169676,1614.315784,Walk-in,CID0592,27,Female,India,02-12-2023,Cash,0.405263008,1923.706988,63.52034918,Weekend,Autumn,Doctor,Business,1,No,None,Garden View
BID0593,10-08-2024,24-08-2024,14,2,Double,280.0448907,993.8070562,Travel Agent,CID0593,39,Other,Australia,24-01-2023,Online Payment,43.37422526,1206.185341,72.92956228,Weekend,Summer,Teacher,Other,4,Yes,Late Check-in,City View
BID0594,18-11-2024,01-12-2024,13,4,Suite,281.9501259,1745.994229,Travel Agent,CID0594,46,Male,USA,27-06-2023,Cash,23.84566564,886.3007239,70.92764568,Weekday,Summer,Lawyer,Other,6,No,Late Check-in,Sea View
BID0595,07-12-2024,15-12-2024,8,3,Double,93.83118782,419.2492931,Travel Agent,CID0595,59,Female,Australia,27-05-2024,Credit Card,32.39970055,1480.763212,58.20620849,Weekend,Winter,Doctor,Leisure,2,No,Early Check-out,Garden View
BID0596,07-03-2024,18-03-2024,11,2,Double,431.8628954,332.4147466,Online,CID0596,38,Female,Germany,19-09-2023,Credit Card,40.38482816,1413.939329,87.74334239,Weekday,Autumn,Student,Leisure,8,Yes,Sea View,Garden View
BID0597,06-10-2024,20-10-2024,14,3,Suite,168.1892843,339.8573904,Online,CID0597,74,Other,India,08-12-2024,Cash,10.95942622,918.5184754,56.83422199,Weekend,Winter,Teacher,Conference,9,No,Extra Bed,Garden View
BID0598,02-12-2024,12-12-2024,10,1,Single,237.7958363,640.6484267,Walk-in,CID0598,35,Female,India,17-04-2024,Cash,19.07707952,1592.446913,58.58215068,Weekend,Summer,Student,Business,4,No,Late Check-in,Garden View
BID0599,13-04-2024,14-04-2024,1,4,Suite,401.7937757,331.6334635,Online,CID0599,79,Female,Australia,09-05-2024,Debit Card,9.906281056,1956.56267,69.57722813,Weekday,Winter,Student,Leisure,3,No,None,Mountain View
BID0600,29-11-2024,12-12-2024,13,1,Single,169.4975022,1682.430839,Travel Agent,CID0600,32,Other,Australia,22-09-2024,Cash,39.51552523,809.8323494,76.14633043,Weekday,Summer,Doctor,Leisure,8,No,Extra Bed,City View
BID0601,09-05-2024,23-05-2024,14,3,Suite,314.3687786,1027.193918,Online,CID0601,52,Female,India,29-10-2023,Online Payment,37.61362052,722.4706977,86.64645721,Weekend,Summer,Teacher,Conference,3,Yes,Early Check-out,Mountain View
BID0602,19-09-2024,23-09-2024,4,3,Suite,232.1462571,371.640726,Travel Agent,CID0602,46,Female,Australia,16-04-2023,Online Payment,21.09842597,766.7443389,64.00525062,Weekday,Winter,Doctor,Conference,8,Yes,Sea View,Mountain View
BID0603,10-02-2024,13-02-2024,3,2,Single,268.1954412,226.8310956,Walk-in,CID0603,67,Male,UK,03-02-2024,Cash,21.90549276,1107.039956,68.88780964,Weekend,Spring,Teacher,Business,8,No,Late Check-in,Mountain View
BID0604,11-10-2024,17-10-2024,6,3,Single,147.0635063,825.9347358,Walk-in,CID0604,21,Female,India,24-06-2024,Credit Card,37.61220581,183.7212729,81.70323842,Weekday,Autumn,Doctor,Other,8,No,Late Check-in,Garden View
BID0605,03-04-2024,12-04-2024,9,1,Suite,311.6753516,1291.873532,Walk-in,CID0605,48,Female,Australia,01-07-2024,Debit Card,36.39260912,618.6015006,81.93362883,Weekend,Winter,Lawyer,Leisure,7,Yes,None,Sea View
BID0606,01-01-2024,02-01-2024,1,3,Suite,202.8133656,903.8610473,Travel Agent,CID0606,30,Other,India,20-06-2024,Online Payment,37.85887833,400.9775871,88.30180121,Weekday,Winter,Teacher,Other,3,Yes,Late Check-in,Mountain View
BID0607,25-08-2024,02-09-2024,8,2,Double,166.6982451,662.8666857,Travel Agent,CID0607,48,Other,India,23-03-2023,Cash,17.29473393,1792.178026,85.33240247,Weekday,Spring,Teacher,Other,8,No,Sea View,Sea View
BID0608,09-09-2024,18-09-2024,9,4,Double,377.1096416,1328.118151,Travel Agent,CID0608,41,Other,Australia,26-06-2023,Credit Card,19.38943226,236.3153459,83.62010723,Weekday,Spring,Engineer,Leisure,10,No,Sea View,Garden View
